Time,TempC,TempF,WindSpeedMiles,WindSpeedKmph,WindDirDegree,WindDir16Point,WeatherDesc,PrecipMM,PrecipInches,Humidity,VisibilityKm,VisibilityMiles,PressureMB,PressureInches,CloudCover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,Date_Month
1900,32.0,89.0,12,20.0,232.0,9,2,0.0,0.0,65,10,6,1005,30,36.0,38,100,24,75,32.0,89.0,16,25.0,38,100,6
2000,31.0,88.0,11,18.0,215.0,9,2,0.0,0.0,68,10,6,1007,30,53.0,37,98,24,76,31.0,88.0,14,23.0,37,98,6
2100,31.0,88.0,11,18.0,215.0,9,2,0.0,0.0,67,10,6,1007,30,54.0,36,97,24,75,31.0,88.0,14,22.0,36,97,6
2200,30.0,87.0,12,19.0,220.0,9,2,0.0,0.0,67,10,6,1007,30,36.0,36,96,24,75,30.0,87.0,15,24.0,36,96,6
2300,30.0,86.0,12,19.0,221.0,9,3,0.1,0.0,69,9,5,1007,30,77.0,35,95,24,75,30.0,86.0,15,23.0,35,95,6
0,30.0,86.0,11,17.0,204.0,8,8,0.0,0.0,72,10,6,1006,30,77.0,35,94,24,75,30.0,86.0,14,23.0,35,94,6
100,29.0,85.0,10,15.0,198.0,8,2,0.0,0.0,73,10,6,1005,30,42.0,34,94,24,75,29.0,85.0,15,25.0,34,94,6
200,29.0,85.0,10,15.0,201.0,8,8,0.0,0.0,75,10,6,1004,30,71.0,34,94,24,76,29.0,85.0,13,21.0,34,94,6
300,29.0,84.0,8,13.0,196.0,8,8,0.0,0.0,76,10,6,1004,30,63.0,34,93,24,76,29.0,84.0,14,22.0,34,93,6
400,29.0,84.0,8,13.0,195.0,8,8,0.0,0.0,77,10,6,1005,30,75.0,34,93,24,76,29.0,84.0,14,22.0,34,93,6
500,29.0,85.0,8,13.0,190.0,7,7,0.0,0.0,77,10,6,1005,30,85.0,34,94,25,76,29.0,85.0,14,23.0,34,94,6
600,30.0,85.0,7,12.0,187.0,7,9,0.25,0.0,75,10,6,1005,30,83.0,35,94,24,76,30.0,85.0,13,20.0,35,94,6
700,30.0,87.0,8,12.0,184.0,7,8,0.0,0.0,71,10,6,1006,30,68.0,35,96,24,75,30.0,87.0,14,22.0,35,96,6
800,31.0,89.0,9,14.0,194.0,8,3,0.1,0.0,65,10,6,1006,30,71.0,37,98,24,74,31.0,89.0,17,28.0,37,98,6
900,33.0,91.0,9,14.0,203.0,8,3,0.1,0.0,58,10,6,1006,30,80.0,38,101,23,74,33.0,91.0,20,32.0,38,101,6
1000,35.0,94.0,10,16.0,216.0,9,3,0.1,0.0,53,10,6,1006,30,78.0,41,106,23,73,35.0,94.0,20,32.0,41,106,6
1100,36.0,96.0,13,21.0,225.0,9,3,0.1,0.0,49,10,6,1005,30,82.0,42,106,24,75,36.0,96.0,21,34.0,42,106,6
1200,37.0,98.0,14,23.0,230.0,9,3,0.1,0.0,46,10,6,1005,30,78.0,42,106,23,74,37.0,98.0,22,36.0,42,106,6
1300,38.0,100.0,15,24.0,231.0,9,3,0.25,0.0,45,10,6,1004,30,70.0,42,106,24,75,38.0,100.0,22,36.0,42,106,6
1400,37.0,99.0,16,26.0,230.0,9,1,0.0,0.0,45,10,6,1004,30,10.0,42,106,24,76,37.0,99.0,23,37.0,42,106,6
1500,37.0,98.0,16,26.0,227.0,9,3,0.2,0.0,45,10,6,1004,30,78.0,42,106,23,74,37.0,98.0,23,38.0,42,106,6
1600,35.0,95.0,17,27.5,224.0,9,3,0.25,0.0,48,10,6,1004,30,72.0,42,106,24,75,35.0,95.0,24,39.0,42,106,6
1700,34.0,93.0,18,27.5,226.0,9,3,0.25,0.0,54,10,6,1004,30,89.0,40,104,24,75,34.0,93.0,25,40.0,40,104,6
1800,33.0,91.0,15,24.0,220.0,9,3,0.1,0.0,58,10,6,1004,30,82.0,38,101,23,73,33.0,91.0,21,34.0,38,101,6
1900,32.0,89.0,14,22.0,210.0,8,3,0.2,0.0,61,10,6,1006,30,86.0,37,98,23,74,32.0,89.0,20,32.0,37,98,6
2000,31.0,88.0,13,21.0,206.0,8,9,0.25,0.0,62,10,6,1006,30,85.0,36,97,23,73,31.0,88.0,19,31.0,36,97,6
2100,31.0,88.0,12,19.0,195.0,8,0,0.0,0.0,63,10,6,1006,30,14.0,35,96,23,73,31.0,88.0,15,23.0,35,96,6
2200,31.0,87.0,11,18.0,195.0,8,0,0.0,0.0,65,10,6,1007,30,8.0,35,95,23,74,31.0,87.0,14,22.0,35,95,6
2300,30.0,86.0,11,18.0,194.0,8,0,0.0,0.0,65,10,6,1007,30,10.0,34,93,23,73,30.0,86.0,17,28.0,34,93,6
0,30.0,86.0,7,12.0,165.0,10,2,0.0,0.0,61,10,6,1005,30,48.0,34,92,22,71,30.0,86.0,14,22.0,34,92,6
100,30.0,86.0,9,15.0,186.0,7,2,0.0,0.0,61,10,6,1004,30,58.0,33,92,21,71,30.0,86.0,16,26.0,33,92,6
200,29.0,85.0,11,17.0,188.0,7,2,0.0,0.0,63,10,6,1004,30,51.0,33,91,22,71,29.0,85.0,17,28.0,33,91,6
300,29.0,85.0,9,14.0,177.0,7,3,0.1,0.0,65,10,6,1003,30,77.0,33,91,22,71,29.0,85.0,17,27.0,33,91,6
400,29.0,85.0,9,14.0,173.0,7,2,0.0,0.0,64,10,6,1003,30,52.0,33,91,22,71,29.0,85.0,17,27.0,33,91,6
500,30.0,85.0,10,15.0,176.0,7,2,0.0,0.0,63,10,6,1003,30,44.0,33,91,22,71,30.0,85.0,17,27.0,33,91,6
600,30.0,86.0,11,17.0,179.0,7,0,0.0,0.0,64,10,6,1004,30,23.0,33,92,22,72,30.0,86.0,17,27.0,33,92,6
700,30.0,87.0,11,18.0,173.0,7,2,0.0,0.0,62,10,6,1004,30,34.0,34,93,22,72,30.0,87.0,17,28.0,34,93,6
800,31.0,87.0,14,23.0,179.0,7,7,0.0,0.0,59,10,6,1005,30,94.0,34,94,22,71,31.0,87.0,20,32.0,34,94,6
900,32.0,89.0,14,23.0,177.0,7,8,0.0,0.0,57,10,6,1005,30,80.0,35,96,22,71,32.0,89.0,21,33.0,35,96,6
1000,32.0,90.0,15,24.0,185.0,7,3,0.1,0.0,55,10,6,1005,30,77.0,37,98,21,71,32.0,90.0,24,38.0,37,98,6
1100,33.0,92.0,16,25.0,185.0,7,3,0.1,0.0,55,10,6,1005,30,79.0,37,99,22,71,33.0,92.0,25,40.5,37,99,6
1200,33.0,92.0,16,25.0,179.0,7,3,0.25,0.0,53,10,6,1004,30,80.0,37,99,21,70,33.0,92.0,25,40.5,37,99,6
1300,33.0,91.0,17,27.5,195.0,8,3,0.25,0.0,46,10,6,1003,30,71.0,37,98,21,69,33.0,91.0,25,40.5,37,98,6
1400,32.0,90.0,17,27.0,209.0,8,9,0.25,0.0,54,10,6,1003,30,77.0,36,98,22,71,32.0,90.0,25,40.5,36,98,6
1500,32.0,90.0,17,27.0,206.0,8,2,0.0,0.0,58,10,6,1002,30,46.0,37,98,22,72,32.0,90.0,25,40.5,37,98,6
1600,32.0,90.0,19,27.5,202.0,8,2,0.0,0.0,53,10,6,1002,30,45.0,37,98,22,71,32.0,90.0,25,40.0,37,98,6
1700,32.0,89.0,19,27.5,203.0,8,8,0.0,0.0,55,9,5,1002,30,77.0,36,96,22,72,32.0,89.0,22,35.0,36,96,6
1800,31.0,88.0,16,26.0,198.0,8,8,0.0,0.0,58,9,5,1003,30,76.0,35,94,22,71,31.0,88.0,19,31.0,35,94,6
1900,31.0,87.0,15,24.0,191.0,8,2,0.0,0.0,59,10,6,1003,30,46.0,34,94,22,71,31.0,87.0,21,33.0,34,94,6
2000,30.0,86.0,15,24.0,185.0,7,7,0.0,0.0,63,9,5,1004,30,88.0,34,93,22,72,30.0,86.0,21,33.0,34,93,6
2100,30.0,86.0,15,24.0,181.0,7,8,0.0,0.0,64,10,6,1004,30,64.0,33,92,22,72,30.0,86.0,21,33.0,33,92,6
2200,30.0,86.0,15,24.0,179.0,7,8,0.0,0.0,62,10,6,1004,30,74.0,33,92,22,71,30.0,86.0,20,32.0,33,92,6
2300,30.0,85.0,14,23.0,177.0,7,2,0.0,0.0,63,10,6,1004,30,48.0,33,92,22,71,30.0,85.0,19,30.0,33,92,6
0,30.0,85.0,13,21.0,180.0,7,3,0.25,0.0,69,10,6,1004,30,75.0,33,92,23,74,30.0,85.0,17,28.0,33,92,6
100,29.0,85.0,12,20.0,177.0,7,3,0.1,0.0,68,10,6,1003,30,83.0,33,92,23,73,29.0,85.0,16,26.0,33,92,6
200,29.0,84.0,12,20.0,180.0,7,8,0.0,0.0,69,9,5,1003,30,72.0,33,91,23,73,29.0,84.0,19,30.0,33,91,6
300,29.0,84.0,12,19.0,178.0,7,3,0.1,0.0,70,10,6,1002,30,73.0,33,91,23,73,29.0,84.0,19,31.0,33,91,6
400,29.0,84.0,11,18.0,176.0,7,8,0.0,0.0,69,9,5,1002,30,80.0,33,91,23,73,29.0,84.0,19,30.0,33,91,6
500,29.0,84.0,11,17.0,172.0,7,2,0.0,0.0,70,10,6,1002,30,40.0,32,90,23,73,29.0,84.0,18,29.0,32,90,6
600,29.0,85.0,10,17.0,174.0,7,8,0.0,0.0,69,9,5,1003,30,79.0,33,91,23,73,29.0,85.0,19,30.0,33,91,6
700,30.0,86.0,12,20.0,172.0,7,2,0.0,0.0,65,10,6,1003,30,48.0,34,93,22,72,30.0,86.0,19,30.0,34,93,6
800,31.0,88.0,16,25.0,180.0,7,3,0.1,0.0,62,10,6,1004,30,58.0,35,95,23,73,31.0,88.0,24,39.0,35,95,6
900,32.0,89.0,17,27.5,187.0,7,2,0.0,0.0,57,10,6,1005,30,33.0,36,97,22,72,32.0,89.0,25,40.5,36,97,6
1000,32.0,90.0,18,27.5,195.0,8,3,0.2,0.0,51,9,5,1004,30,84.0,38,100,22,72,32.0,90.0,25,40.5,38,100,6
1100,34.0,92.0,19,27.5,201.0,8,3,0.2,0.0,48,10,6,1004,30,84.0,39,102,23,74,34.0,92.0,25,40.5,39,102,6
1200,35.0,95.0,20,27.5,204.0,8,1,0.0,0.0,47,10,6,1003,30,18.0,41,105,23,73,35.0,95.0,25,40.5,41,105,6
1300,36.0,96.0,20,27.5,203.0,8,1,0.0,0.0,45,10,6,1002,30,17.0,41,106,23,73,36.0,96.0,25,40.5,41,106,6
1400,36.0,97.0,21,27.5,206.0,8,3,0.1,0.0,45,10,6,1002,30,82.0,42,106,22,72,36.0,97.0,25,40.5,42,106,6
1500,35.0,96.0,22,27.5,206.0,8,3,0.1,0.0,47,10,6,1002,30,77.0,42,106,23,74,35.0,96.0,25,40.5,42,106,6
1600,34.0,94.0,21,27.5,204.0,8,10,0.25,0.0,49,10,6,1002,30,76.0,41,105,24,75,34.0,94.0,25,40.5,41,105,6
1700,33.0,91.0,17,27.5,202.0,8,9,0.25,0.0,51,10,6,1003,30,73.0,39,103,24,75,33.0,91.0,25,40.5,39,103,6
1800,32.0,90.0,18,27.5,198.0,8,3,0.25,0.0,56,10,6,1003,30,86.0,37,99,24,75,32.0,90.0,24,39.0,37,99,6
1900,31.0,88.0,15,25.0,193.0,8,3,0.1,0.0,62,10,6,1004,30,83.0,36,97,23,73,31.0,88.0,19,31.0,36,97,6
2000,31.0,87.0,15,24.0,189.0,7,3,0.1,0.0,66,9,5,1004,30,74.0,35,95,23,74,31.0,87.0,20,32.0,35,95,6
2100,30.0,87.0,15,24.0,184.0,7,3,0.25,0.0,66,10,6,1005,30,83.0,35,95,23,74,30.0,87.0,22,36.0,35,95,6
2200,30.0,86.0,15,24.0,181.0,7,3,0.2,0.0,68,9,5,1005,30,75.0,34,94,23,74,30.0,86.0,23,37.0,34,94,6
2300,29.0,85.0,16,26.0,186.0,7,3,0.1,0.0,69,10,6,1005,30,80.0,34,93,23,74,29.0,85.0,22,35.0,34,93,6
0,29.0,84.0,15,24.0,178.0,7,3,0.1,0.0,72,10,6,1004,30,68.0,33,92,23,74,29.0,84.0,23,37.0,33,92,6
100,29.0,84.0,13,21.0,175.0,7,7,0.0,0.0,73,10,6,1004,30,86.0,33,91,23,74,29.0,84.0,21,33.0,33,91,6
200,29.0,84.0,14,22.0,179.0,7,8,0.0,0.0,73,10,6,1004,30,82.0,33,91,23,74,29.0,84.0,21,34.0,33,91,6
300,29.0,83.0,13,21.0,181.0,7,3,0.2,0.0,74,10,6,1004,30,89.0,32,90,23,74,29.0,83.0,21,33.0,32,90,6
400,29.0,83.0,12,19.0,170.0,7,3,0.25,0.0,74,10,6,1004,30,85.0,32,90,23,74,29.0,83.0,21,34.0,32,90,6
500,29.0,84.0,13,21.0,166.0,10,3,0.2,0.0,72,10,6,1003,30,97.0,32,90,23,74,29.0,84.0,22,35.0,32,90,6
600,29.0,84.0,14,22.0,172.0,7,3,0.1,0.0,70,10,6,1004,30,99.0,33,91,23,73,29.0,84.0,21,34.0,33,91,6
700,30.0,85.0,15,24.0,183.0,7,3,0.1,0.0,68,10,6,1005,30,100.0,34,92,23,73,30.0,85.0,24,39.0,34,92,6
800,30.0,87.0,16,26.0,181.0,7,3,0.1,0.0,66,10,6,1006,30,92.0,35,94,23,73,30.0,87.0,25,40.5,35,94,6
900,32.0,89.0,17,27.0,181.0,7,3,0.25,0.0,61,10,6,1006,30,65.0,36,97,23,73,32.0,89.0,25,40.5,36,97,6
1000,32.0,90.0,18,27.5,188.0,7,3,0.1,0.0,56,10,6,1006,30,56.0,38,100,23,73,32.0,90.0,25,40.5,38,100,6
1100,33.0,92.0,18,27.5,197.0,8,3,0.1,0.0,52,10,6,1006,30,51.0,39,102,23,74,33.0,92.0,25,40.5,39,102,6
1200,34.0,92.0,20,27.5,206.0,8,9,0.25,0.0,50,10,6,1005,30,75.0,40,103,23,74,34.0,92.0,25,40.5,40,103,6
1300,34.0,93.0,20,27.5,206.0,8,9,0.25,0.0,49,10,6,1004,30,76.0,40,103,24,74,34.0,93.0,25,40.5,40,103,6
1400,34.0,93.0,21,27.5,211.0,8,3,0.1,0.0,49,10,6,1004,30,51.0,40,104,23,74,34.0,93.0,25,40.5,40,104,6
1500,34.0,93.0,20,27.5,207.0,8,2,0.0,0.0,51,10,6,1004,30,27.0,40,104,23,73,34.0,93.0,25,40.5,40,104,6
1600,34.0,93.0,20,27.5,207.0,8,7,0.0,0.0,52,10,6,1004,30,88.0,40,104,23,73,34.0,93.0,25,40.5,40,104,6
1700,33.0,91.0,17,27.5,206.0,8,9,0.25,0.0,55,10,6,1004,30,84.0,39,102,24,75,33.0,91.0,25,40.5,39,102,6
1800,32.0,89.0,15,25.0,201.0,8,3,0.2,0.0,59,10,6,1005,30,84.0,37,98,24,75,32.0,89.0,24,38.0,37,98,6
1900,31.0,88.0,15,24.0,193.0,8,9,0.25,0.0,63,10,6,1005,30,85.0,36,96,23,73,31.0,88.0,22,35.0,36,96,6
2000,30.0,87.0,15,25.0,191.0,7,3,0.2,0.0,66,9,5,1005,30,79.0,35,95,23,74,30.0,87.0,22,36.0,35,95,6
2100,30.0,86.0,15,24.0,189.0,7,3,0.1,0.0,69,10,6,1006,30,78.0,34,94,24,74,30.0,86.0,19,31.0,34,94,6
2200,30.0,85.0,15,25.0,187.0,7,8,0.0,0.0,72,10,6,1006,30,60.0,34,94,24,75,30.0,85.0,19,31.0,34,94,6
2300,29.0,85.0,15,24.0,186.0,7,8,0.0,0.0,72,10,6,1006,30,70.0,33,92,24,75,29.0,85.0,18,29.0,33,92,6
0,29.0,84.0,14,23.0,184.0,7,3,0.1,0.0,71,10,6,1006,30,63.0,33,91,23,73,29.0,84.0,23,37.0,33,91,6
100,29.0,84.0,15,24.0,182.0,7,3,0.1,0.0,72,10,6,1005,30,67.0,32,90,23,73,29.0,84.0,22,36.0,32,90,6
200,29.0,84.0,14,23.0,183.0,7,3,0.1,0.0,71,10,6,1005,30,55.0,32,90,23,73,29.0,84.0,22,35.0,32,90,6
300,29.0,83.0,14,22.0,186.0,7,3,0.1,0.0,71,10,6,1005,30,77.0,32,90,23,73,29.0,83.0,18,30.0,32,90,6
400,29.0,83.0,14,23.0,179.0,7,3,0.1,0.0,70,10,6,1005,30,88.0,32,90,23,73,29.0,83.0,19,31.0,32,90,6
500,29.0,83.0,14,22.0,176.0,7,3,0.1,0.0,71,10,6,1005,30,82.0,32,90,23,73,29.0,83.0,18,29.0,32,90,6
600,28.0,83.0,13,21.0,183.0,7,3,0.1,0.0,71,10,6,1006,30,82.0,32,89,23,73,28.0,83.0,22,35.0,32,89,6
700,29.0,83.0,16,25.0,185.0,7,3,0.25,0.0,69,10,6,1007,30,61.0,33,91,24,74,29.0,83.0,22,36.0,33,91,6
800,29.0,85.0,18,27.5,185.0,7,3,0.2,0.0,64,10,6,1007,30,63.0,34,93,24,74,29.0,85.0,24,39.0,34,93,6
900,30.0,87.0,18,27.5,194.0,8,3,0.1,0.0,56,10,6,1007,30,76.0,35,95,23,74,30.0,87.0,25,40.5,35,95,6
1000,32.0,90.0,20,27.5,202.0,8,3,0.2,0.0,53,10,6,1007,30,70.0,38,101,23,74,32.0,90.0,25,40.5,38,101,6
1100,33.0,91.0,19,27.5,205.0,8,3,0.1,0.0,51,10,6,1006,30,77.0,40,105,25,76,33.0,91.0,25,40.5,40,105,6
1200,34.0,93.0,19,27.5,210.0,8,9,0.25,0.0,50,10,6,1006,30,89.0,41,106,25,77,34.0,93.0,25,40.5,41,106,6
1300,34.0,94.0,20,27.5,211.0,8,3,0.2,0.0,51,10,6,1006,30,72.0,42,106,25,77,34.0,94.0,25,40.5,42,106,6
1400,35.0,94.0,21,27.5,208.0,8,3,0.2,0.0,50,10,6,1005,30,80.0,42,106,24,76,35.0,94.0,25,40.5,42,106,6
1500,34.0,94.0,19,27.5,207.0,8,3,0.1,0.0,52,10,6,1005,30,78.0,42,106,24,76,34.0,94.0,25,40.5,42,106,6
1600,33.0,92.0,19,27.5,211.0,8,3,0.25,0.0,56,10,6,1005,30,88.0,40,105,25,76,33.0,92.0,25,40.5,40,105,6
1700,32.0,90.0,18,27.5,209.0,8,3,0.25,0.0,61,10,6,1005,30,81.0,39,101,24,75,32.0,90.0,25,40.5,39,101,6
1800,31.0,88.0,16,25.0,204.0,8,3,0.1,0.0,65,10,6,1006,30,59.0,37,99,24,75,31.0,88.0,22,36.0,37,99,6
1900,30.0,87.0,14,23.0,202.0,8,2,0.0,0.0,70,10,6,1007,30,54.0,36,97,24,76,30.0,87.0,21,35.0,36,97,6
2000,30.0,86.0,13,22.0,198.0,8,8,0.0,0.0,73,10,6,1007,30,70.0,35,96,24,76,30.0,86.0,20,32.0,35,96,6
2100,30.0,85.0,15,25.0,191.0,8,8,0.0,0.0,74,10,6,1007,30,69.0,35,95,24,76,30.0,85.0,19,31.0,35,95,6
2200,30.0,85.0,14,23.0,193.0,8,8,0.0,0.0,74,10,6,1007,30,83.0,35,94,24,76,30.0,85.0,20,32.0,35,94,6
2300,29.0,85.0,14,23.0,191.0,7,3,0.1,0.0,74,10,6,1007,30,85.0,34,93,24,76,29.0,85.0,20,32.0,34,93,6
0,29.0,84.0,15,24.0,188.0,7,3,0.1,0.0,74,10,6,1006,30,78.0,33,92,24,74,29.0,84.0,22,35.0,33,92,6
100,29.0,84.0,16,26.0,183.0,7,3,0.25,0.0,75,10,6,1005,30,75.0,33,91,24,74,29.0,84.0,25,40.0,33,91,6
200,28.0,82.0,15,25.0,186.0,7,3,0.25,0.0,74,10,6,1005,30,81.0,32,90,23,74,28.0,82.0,20,32.0,32,90,6
300,28.0,83.0,13,21.0,183.0,7,3,0.1,0.0,74,10,6,1005,30,83.0,32,90,24,75,28.0,83.0,21,33.0,32,90,6
400,28.0,82.0,15,23.0,185.0,7,3,0.1,0.0,74,10,6,1005,30,78.0,32,89,23,74,28.0,82.0,22,35.0,32,89,6
500,28.0,83.0,13,21.0,183.0,7,3,0.2,0.0,74,10,6,1005,30,75.0,32,90,24,75,28.0,83.0,21,35.0,32,90,6
600,29.0,84.0,12,20.0,185.0,7,3,0.1,0.0,74,10,6,1006,30,75.0,33,91,23,74,29.0,84.0,20,32.0,33,91,6
700,29.0,84.0,14,22.0,186.0,7,3,0.1,0.0,71,10,6,1006,30,65.0,34,92,24,74,29.0,84.0,21,35.0,34,92,6
800,30.0,87.0,16,25.0,197.0,8,3,0.2,0.0,65,10,6,1007,30,83.0,35,95,24,75,30.0,87.0,25,40.0,35,95,6
900,31.0,89.0,18,27.5,203.0,8,3,0.25,0.0,61,10,6,1007,30,51.0,37,98,23,74,31.0,89.0,25,40.5,37,98,6
1000,33.0,91.0,19,27.5,208.0,8,3,0.2,0.0,58,10,6,1007,30,81.0,39,102,23,74,33.0,91.0,25,40.5,39,102,6
1100,34.0,93.0,20,27.5,206.0,8,3,0.1,0.0,56,10,6,1007,30,84.0,41,106,24,76,34.0,93.0,25,40.5,41,106,6
1200,34.0,94.0,21,27.5,203.0,8,3,0.1,0.0,54,10,6,1005,30,80.0,41,106,24,76,34.0,94.0,25,40.5,41,106,6
1300,34.0,94.0,21,27.5,213.0,8,3,0.1,0.0,55,10,6,1005,30,70.0,41,106,24,76,34.0,94.0,25,40.5,41,106,6
1400,34.0,93.0,23,27.5,212.0,8,3,0.1,0.0,55,9,5,1005,30,76.0,41,106,24,75,34.0,93.0,25,40.5,41,106,6
1500,34.0,93.0,21,27.5,212.0,8,3,0.1,0.0,56,10,6,1005,30,87.0,40,104,24,75,34.0,93.0,25,40.5,40,104,6
1600,33.0,91.0,22,27.5,213.0,8,3,0.2,0.0,58,10,6,1006,30,70.0,39,102,24,75,33.0,91.0,25,40.5,39,102,6
1700,32.0,90.0,20,27.5,211.0,8,3,0.2,0.0,60,10,6,1006,30,79.0,38,100,24,74,32.0,90.0,25,40.5,38,100,6
1800,31.0,88.0,19,27.5,206.0,8,3,0.1,0.0,64,10,6,1006,30,60.0,37,98,24,75,31.0,88.0,25,40.5,37,98,6
1900,31.0,87.0,18,27.5,206.0,8,2,0.0,0.0,69,10,6,1006,30,40.0,36,97,24,75,31.0,87.0,24,39.0,36,97,6
2000,30.0,87.0,18,27.5,199.0,8,8,0.0,0.0,71,9,5,1007,30,82.0,36,96,24,75,30.0,87.0,23,38.0,36,96,6
2100,30.0,86.0,17,27.5,198.0,8,3,0.25,0.0,72,10,6,1007,30,70.0,35,96,24,76,30.0,86.0,24,39.0,35,96,6
2200,30.0,86.0,17,27.5,197.0,8,3,0.25,0.0,73,9,5,1007,30,78.0,35,95,24,76,30.0,86.0,23,36.0,35,95,6
2300,29.0,85.0,18,27.5,197.0,8,3,0.1,0.0,74,10,6,1007,30,75.0,34,93,24,76,29.0,85.0,22,36.0,34,93,6
0,29.0,85.0,16,26.0,196.0,8,3,0.2,0.0,71,9,5,1006,30,72.0,34,92,23,74,29.0,85.0,25,40.0,34,92,6
100,29.0,84.0,16,26.0,194.0,8,3,0.25,0.0,70,10,6,1006,30,76.0,33,92,23,74,29.0,84.0,25,40.0,33,92,6
200,29.0,84.0,16,26.0,198.0,8,3,0.25,0.0,72,9,5,1005,30,77.0,33,92,23,74,29.0,84.0,25,40.0,33,92,6
300,28.0,83.0,16,26.0,194.0,8,3,0.2,0.0,71,10,6,1005,30,61.0,33,91,23,74,28.0,83.0,24,39.0,33,91,6
400,28.0,83.0,15,25.0,190.0,7,3,0.2,0.0,71,10,6,1004,30,70.0,32,90,24,75,28.0,83.0,24,39.0,32,90,6
500,28.0,82.0,14,23.0,193.0,8,3,0.2,0.0,71,10,6,1005,30,53.0,32,90,24,75,28.0,82.0,24,38.0,32,90,6
600,28.0,83.0,15,24.0,196.0,8,3,0.2,0.0,71,10,6,1006,30,78.0,33,91,24,75,28.0,83.0,24,39.0,33,91,6
700,29.0,84.0,17,27.5,200.0,8,3,0.1,0.0,68,10,6,1006,30,82.0,34,92,24,75,29.0,84.0,25,40.5,34,92,6
800,30.0,86.0,19,27.5,203.0,8,3,0.2,0.0,63,9,5,1007,30,72.0,35,95,24,75,30.0,86.0,25,40.5,35,95,6
900,31.0,87.0,20,27.5,207.0,8,3,0.25,0.0,58,10,6,1007,30,61.0,36,97,24,75,31.0,87.0,25,40.5,36,97,6
1000,32.0,89.0,21,27.5,213.0,8,3,0.25,0.0,55,10,6,1007,30,75.0,38,100,24,75,32.0,89.0,25,40.5,38,100,6
1100,32.0,90.0,21,27.5,215.0,9,3,0.1,0.0,53,10,6,1007,30,82.0,39,101,24,75,32.0,90.0,25,40.5,39,101,6
1200,33.0,91.0,21,27.5,219.0,9,3,0.1,0.0,52,10,6,1007,30,82.0,39,102,24,74,33.0,91.0,25,40.5,39,102,6
1300,33.0,91.0,21,27.5,215.0,9,3,0.1,0.0,52,10,6,1006,30,79.0,39,102,24,75,33.0,91.0,25,40.5,39,102,6
1400,33.0,91.0,21,27.5,213.0,8,9,0.25,0.0,52,10,6,1005,30,58.0,39,102,24,75,33.0,91.0,25,40.5,39,102,6
1500,33.0,91.0,21,27.5,219.0,9,3,0.25,0.0,54,10,6,1005,30,74.0,38,101,24,75,33.0,91.0,25,40.5,38,101,6
1600,32.0,89.0,20,27.5,221.0,9,3,0.25,0.0,56,10,6,1005,30,64.0,38,100,24,75,32.0,89.0,25,40.5,38,100,6
1700,31.0,88.0,19,27.5,217.0,9,3,0.1,0.0,59,10,6,1005,30,53.0,37,98,24,75,31.0,88.0,25,40.5,37,98,6
1800,30.0,87.0,18,27.5,219.0,9,3,0.2,0.0,63,10,6,1006,30,81.0,36,96,24,76,30.0,87.0,25,40.0,36,96,6
1900,30.0,86.0,16,25.0,217.0,9,3,0.2,0.0,66,10,6,1007,30,79.0,35,95,24,76,30.0,86.0,23,37.0,35,95,6
2000,29.0,85.0,15,23.0,214.0,8,3,0.2,0.0,67,9,5,1007,30,76.0,34,94,24,76,29.0,85.0,21,34.0,34,94,6
2100,29.0,84.0,14,23.0,209.0,8,3,0.2,0.0,66,10,6,1007,30,89.0,34,93,24,76,29.0,84.0,21,34.0,34,93,6
2200,29.0,84.0,14,22.0,209.0,8,3,0.2,0.0,67,10,6,1007,30,78.0,34,93,25,76,29.0,84.0,20,32.0,34,93,6
2300,28.0,83.0,13,21.0,211.0,8,3,0.2,0.0,68,10,6,1007,30,84.0,33,92,25,76,28.0,83.0,20,32.0,33,92,6
0,28.0,83.0,14,22.0,210.0,8,3,0.1,0.0,70,10,6,1006,30,54.0,33,91,24,76,28.0,83.0,21,34.0,33,91,6
100,28.0,83.0,14,22.0,210.0,8,3,0.1,0.0,70,10,6,1005,30,85.0,33,91,24,76,28.0,83.0,21,34.0,33,91,6
200,28.0,82.0,13,21.0,210.0,8,3,0.1,0.0,69,10,6,1005,30,87.0,32,90,24,76,28.0,82.0,20,33.0,32,90,6
300,28.0,82.0,13,21.0,206.0,8,3,0.2,0.0,71,10,6,1005,30,51.0,32,90,24,76,28.0,82.0,21,33.0,32,90,6
400,28.0,82.0,12,19.0,212.0,8,3,0.1,0.0,71,10,6,1005,30,58.0,32,90,24,76,28.0,82.0,19,31.0,32,90,6
500,28.0,82.0,12,20.0,208.0,8,3,0.1,0.0,71,10,6,1005,30,61.0,32,90,24,76,28.0,82.0,17,27.0,32,90,6
600,28.0,83.0,13,21.0,213.0,8,3,0.1,0.0,70,10,6,1006,30,75.0,33,91,24,76,28.0,83.0,18,28.0,33,91,6
700,29.0,84.0,12,19.0,215.0,9,8,0.0,0.0,68,10,6,1007,30,85.0,34,93,25,76,29.0,84.0,17,28.0,34,93,6
800,30.0,86.0,13,21.0,222.0,9,3,0.2,0.0,59,9,5,1007,30,77.0,35,95,24,75,30.0,86.0,19,30.0,35,95,6
